"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
2751,621020,"Swanson, Dansby",2751,100,0.277,0.17,0.348,0.447,0.337,0.337,0.257,177,640,90.2,15.7,2245,89,89.18,417,1359,1392,0.20000000000000284,6.41,107,152,118,146,306,325,292,"-13.744","13.744",,,696,462,119,32,1,25,182,26.1,49,7,2.32877,0.60007,0.28549,0.06254,"91.9",159,46.420824295010846,10.84598698481562,7.183908045977011,5.77,-0.93,0.24,2.2,0.329,50,"0.499600145",0.314,0.461,"-0.499600145",0.02,0.015000000000000013,-0.014,0,30.7,"37.3",,,,,,
2747,592885,"Yelich, Christian",2747,100,0.252,0.13,0.327,0.383,0.328,0.338,0.258,145,575,91.1,3.2,2285,89.3,89.22,298,1187,1560,-0.09999999999999432,6.29,116,152,117,153,296,323,304,"-4.158","4.158",,,666,416,102,25,4,14,162,24.3,83,12.5,2.31304,0.59677,0.31746,-0.14955,"92.5",139,48.55769230769231,8.173076923076923,5.105105105105105,5.81,-0.71,-0.05,2.34,0.35,34,"0.151365126",0.355,0.402,"-0.151365126",-0.006,-0.0050000000000000044,-0.019,-0.01,25.1,"38.2",,,,,,
2742,608070,"Ramírez, José",2742,100,0.28,0.235,0.279,0.514,0.363,0.32,0.255,168,601,87.7,20.7,2211,88.5,88.52,194,1269,1473,0,6.25,113,163,125,149,294,323,296,"-27.243","27.243",,,665,528,90,44,5,29,82,12.3,49,7.4,2.31175,0.63604,0.39345,-0.39345,"92.2",159,36.93181818181818,6.628787878787879,5.263157894736842,5.83,-1.01,-0.16,2.32,0.335,35,"0.993544858",0.317,0.408,"-0.993544858",0.025,0.018000000000000016,0.106,0.043,15.3,"39.0",,,,,,
2730,547989,"Abreu, José",2730,100,0.304,0.141,0.35,0.446,0.361,0.373,0.296,183,601,92.2,8,2271,89.1,89.07,300,1292,1438,0,6.28,108,152,122,147,305,328,294,"-23.498","23.498",,,677,495,128,40,0,15,110,16.2,60,8.9,2.28455,0.63942,0.29652,0.10534,"92.9",155,51.926977687626774,9.533468559837727,6.942392909896602,5.81,-1.03,0.16,2.32,0.377,47,"0.860732601",0.37,0.486,"-0.860732601",0.008,0.007000000000000006,-0.04,-0.012,23.2,"38.8",,,,,,
2720,607208,"Turner, Trea",2720,100,0.298,0.169,0.342,0.466,0.35,0.335,0.276,194,652,88.9,10.2,2251,88.7,88.82,366,1393,1327,0.09999999999999432,6.32,107,151,116,145,304,322,293,"-21.1","21.1",,,707,527,130,39,4,21,131,18.5,44,6.2,2.41925,0.52573,0.28709,0.08224,"92.1",153,41.714285714285715,7.6190476190476195,5.657708628005658,5.72,-0.78,0.23,2.15,0.342,40,"0.775735294",0.326,0.432,"-0.775735294",0.022,0.016000000000000014,0.034,0.015,26.3,"36.4",,,,,,
2701,502671,"Goldschmidt, Paul",2701,100,0.317,0.26,0.368,0.578,0.419,0.367,0.261,178,561,90.8,15.8,2295,89.2,89.29,302,1127,1574,0.09999999999999432,6.34,106,152,122,147,308,325,299,"-61.127","61.127",,,650,424,102,41,0,35,141,21.7,78,12,2.31581,0.59217,0.23341,0.07768,"92.8",169,47.5177304964539,11.583924349881796,7.538461538461538,5.8,-1.02,0.16,2.25,0.403,49,"2.263124769",0.356,0.482,"-2.263124769",0.056,0.04700000000000004,0.096,0.052,26.8,"37.9",,,,,,
2665,630105,"Cronenworth, Jake",2665,100,0.239,0.152,0.275,0.39,0.318,0.303,0.221,140,587,87.3,18.2,2239,89.6,89.51,200,1114,1551,-0.09999999999999432,6.29,114,150,114,151,288,321,305,"-9.678","9.678",,,681,464,89,30,4,17,131,19.2,67,9.8,2.20175,0.69814,0.42649,-0.22394,"91.2",170,34.12526997840173,5.615550755939525,3.81791483113069,5.72,-0.65,-0.22,2.36,0.329,26,"0.36315197",0.316,0.356,"-0.36315197",0.018,0.013000000000000012,0.034,0.015,18,"37.3",,,,,,
2643,680757,"Kwan, Steven",2643,100,0.298,0.101,0.323,0.4,0.341,0.312,0.268,168,563,84.7,11.3,2247,89.5,89.52,91,1006,1637,0,6.26,111,148,102,149,278,312,293,"-12.062","12.062",,,636,509,130,25,7,6,60,9.4,60,9.4,2.13171,0.74876,0.40872,-0.26091,"90.2",155,20.907297830374755,1.3806706114398422,1.10062893081761,5.83,-1.1,-0.24,2.37,0.371,7,"0.456375331",0.346,0.341,"-0.456375331",0.03,0.025000000000000022,0.059,0.029,9,"39.1",,,,,,
2641,663586,"Riley, Austin",2641,100,0.273,0.255,0.315,0.528,0.377,0.378,0.271,168,615,92.5,12.9,2243,89.3,89.55,376,1361,1280,0.20000000000000284,6.4,108,152,121,146,309,327,296,"-41.351","41.351",,,692,451,89,39,2,38,168,24.3,56,8.1,2.27982,0.62404,0.34128,0.127,"92.9",160,50.77605321507761,15.74279379157428,10.260115606936417,5.78,-0.84,0.15,2.25,0.348,71,"1.565732677",0.348,0.531,"-1.565732677",0.002,0,-0.003,-0.001,27.6,"37.3",,,,,,
2637,656305,"Chapman, Matt",2637,100,0.229,0.204,0.277,0.433,0.331,0.341,0.234,123,538,92.2,19,2266,89.7,89.55,316,1100,1537,-0.10000000000000853,6.33,107,153,121,147,303,328,296,"-15.316","15.316",,,620,373,68,27,1,27,170,27.4,67,10.8,2.2086,0.68431,0.32495,0.0881,"93.0",163,51.344086021505376,12.903225806451612,7.741935483870968,5.86,-1.07,0.18,2.34,0.323,48,"0.580811528",0.33,0.44,"-0.580811528",-0.005,-0.007000000000000006,-0.007,-0.01,28.7,"39.5",,,,,,
2618,623993,"Santander, Anthony",2618,100,0.24,0.214,0.248,0.455,0.336,0.352,0.257,138,574,90,21.3,2212,88.9,88.82,268,1249,1369,-0.10000000000000853,6.33,113,161,121,151,299,325,297,"-18.196","18.196",,,646,457,81,24,0,33,122,18.9,54,8.4,2.25593,0.68484,0.45241,-0.45241,"92.6",167,43.32603938730853,11.597374179431071,8.204334365325078,5.92,-0.87,-0.05,2.33,0.317,53,"0.695034377",0.334,0.471,"-0.695034377",-0.017,-0.017000000000000015,-0.016,-0.016,21.5,"39.0",,,,,,
2617,553993,"Suárez, Eugenio",2617,100,0.236,0.223,0.302,0.459,0.344,0.339,0.22,128,543,89.8,19.9,2233,88.8,88.78,362,1095,1522,0,6.27,107,153,121,145,300,322,291,"-19.861","19.861",,,629,352,71,24,2,31,196,31.2,73,11.6,2.30413,0.63123,0.32103,0.12819,"92.0",159,43.58974358974359,14.814814814814813,8.267090620031796,5.83,-0.82,0.11,2.27,0.332,52,"0.75892243",0.321,0.454,"-0.75892243",0.016,0.01100000000000001,0.005,0.005,33.1,"39.3",,,,,,
2596,665489,"Guerrero Jr., Vladimir",2596,100,0.274,0.205,0.289,0.48,0.351,0.351,0.281,175,638,92.8,4.2,2245,89.5,89.47,315,1291,1305,0,6.33,108,153,122,148,307,330,297,"-20.229","20.229",,,700,526,108,35,0,32,116,16.6,52,7.4,2.24925,0.64443,0.33784,0.16174,"94.0",140,50.76628352490421,11.302681992337165,8.428571428571429,5.88,-1.19,0.24,2.2,0.333,59,"0.779237288",0.34,0.464,"-0.779237288",-0.007,-0.007000000000000006,0.016,0,24.4,"39.9",,,,,,
2572,664023,"Happ, Ian",2572,100,0.271,0.169,0.336,0.44,0.339,0.306,0.239,155,573,89.6,10.7,2224,89.1,89.14,343,1259,1313,0,6.34,114,154,121,149,295,321,298,"-16.266","16.266",,,637,428,94,42,2,17,149,23.4,54,8.5,2.31514,0.60637,0.40214,-0.3958,"91.6",155,40.56603773584906,6.60377358490566,4.395604395604396,5.77,-1.11,-0.05,2.36,0.338,28,"0.632426128",0.31,0.379,"-0.632426128",0.032,0.028000000000000025,0.061,0.033,27.2,"37.8",,,,,,
2559,641857,"McMahon, Ryan",2559,100,0.246,0.168,0.311,0.414,0.326,0.33,0.247,130,529,91.3,10.7,2228,89.5,89.83,326,1156,1403,0.29999999999999716,6.33,115,156,122,151,298,328,310,"-3.977","3.977",,,597,374,84,23,3,20,158,26.5,60,10.1,2.2605,0.60858,0.38829,-0.21316,"92.0",171,46.64879356568365,10.455764075067025,6.532663316582915,5.73,-0.88,-0.13,2.38,0.327,39,"0.15541227",0.329,0.423,"-0.15541227",-0.001,-0.0020000000000000018,-0.009,-0.004,28.2,"37.3",,,,,,
2546,660271,"Ohtani, Shohei",2546,100,0.273,0.246,0.32,0.519,0.37,0.383,0.275,160,586,92.7,11.7,2176,89,89.02,353,1254,1292,0,6.36,116,160,129,151,302,328,307,"-29.726","29.726",,,652,428,90,30,6,34,161,24.7,58,8.9,2.25954,0.66891,0.42453,-0.2334,"92.9",163,49.88290398126464,16.861826697892273,11.042944785276074,5.87,-0.6,-0.25,2.31,0.342,72,"1.167556952",0.344,0.549,"-1.167556952",-0.002,-0.0019999999999999463,-0.03,-0.013,28.1,"39.5",,,,,,
2543,572233,"Walker, Christian",2543,100,0.242,0.235,0.248,0.477,0.346,0.359,0.257,141,583,90,17,2283,89.4,89.31,280,1137,1406,-0.10000000000000853,6.36,108,153,122,146,306,328,296,"-24.593","24.593",,,665,459,78,25,2,36,131,19.7,67,10.1,2.30806,0.60095,0.28901,0.08889,"92.8",165,44.10480349344978,11.572052401746726,7.969924812030076,5.82,-1,0.28,2.2,0.325,53,"0.967086119",0.341,0.484,"-0.967086119",-0.015,-0.016000000000000014,-0.007,-0.013,24.6,"37.7",,,,,,
2537,666969,"García, Adolis",2537,100,0.25,0.207,0.309,0.456,0.324,0.322,0.244,151,605,91.9,13.2,2249,89.5,89.3,455,1357,1180,-0.20000000000000284,6.27,107,153,120,146,307,330,296,"-8.004","8.004",,,655,428,85,34,5,27,183,27.9,38,5.8,2.17835,0.72039,0.36948,0.00805,"92.6",163,47.540983606557376,12.88056206088993,8.396946564885496,5.84,-0.62,0.15,2.38,0.298,55,"0.315490737",0.294,0.447,"-0.315490737",0.006,0.0040000000000000036,0.009,0.002,33.5,"39.4",,,,,,
2527,668227,"Arozarena, Randy",2527,100,0.263,0.183,0.325,0.445,0.336,0.297,0.23,154,586,89.9,8.8,2253,88.6,88.44,334,1165,1362,-0.19999999999998863,6.27,106,152,118,147,302,325,292,"-13.39","13.39",,,643,432,90,41,3,20,156,24.3,44,6.8,2.34513,0.61039,0.28553,0.13004,"92.3",139,41.067285382830626,7.888631090487238,5.287713841368585,5.88,-1.1,0.17,2.17,0.325,34,"0.529877325",0.295,0.377,"-0.529877325",0.033,0.030000000000000027,0.068,0.039,28.7,"39.8",,,,,,
2525,663993,"Lowe, Nathaniel",2525,100,0.302,0.191,0.363,0.492,0.368,0.344,0.275,179,593,90.1,8.1,2262,89.6,89.44,328,1319,1206,-0.19999999999998863,6.24,117,157,122,151,296,328,304,"-30.848","30.848",,,643,446,123,26,3,27,147,22.9,46,7.2,2.15824,0.73231,0.37226,-0.12956,"92.4",166,44.9438202247191,9.887640449438202,6.842923794712286,5.86,-0.57,-0.07,2.48,0.356,44,"1.22170297",0.331,0.459,"-1.22170297",0.027,0.024999999999999967,0.033,0.024,24.9,"39.3",,,,,,
2522,666182,"Bichette, Bo",2522,100,0.29,0.179,0.347,0.469,0.347,0.33,0.274,189,652,91.9,8.5,2260,89.8,89.74,325,1411,1111,-0.09999999999999432,6.34,110,151,121,149,305,326,292,"-17.293","17.293",,,697,499,121,43,1,24,155,22.2,41,5.9,2.18182,0.69741,0.33062,0.13156,"92.4",166,50.80971659919028,9.7165991902834,6.886657101865136,5.91,-1.14,0.22,2.28,0.333,48,"0.685685964",0.318,0.44,"-0.685685964",0.016,0.015000000000000013,0.029,0.017,23,"40.6",,,,,,
2521,608324,"Bregman, Alex",2521,100,0.259,0.195,0.26,0.454,0.358,0.35,0.257,142,548,88.9,19.5,2244,88.9,88.8,151,1015,1506,-0.10000000000000853,6.32,105,152,120,145,296,325,292,"-26.31","26.31",,,655,481,81,38,0,23,77,11.8,86,13.1,2.23853,0.70355,0.34597,-0.04932,"91.8",177,37.916666666666664,7.291666666666667,5.343511450381679,5.9,-0.53,0.25,2.19,0.365,35,"1.043633479",0.368,0.416,"-1.043633479",0.002,-0.0030000000000000027,0.038,0.008,14.9,"39.2",,,,,,
2507,624413,"Alonso, Pete",2507,100,0.271,0.246,0.279,0.518,0.366,0.353,0.262,162,597,89.8,18.2,2255,89.5,89.48,302,1250,1257,0,6.35,106,152,122,146,304,325,296,"-31.234","31.234",,,669,478,95,27,0,40,128,19.1,51,7.6,2.26057,0.63888,0.35071,0.12582,"93.0",163,44.76987447698745,12.343096234309623,8.819133034379671,5.73,-0.9,0.11,2.27,0.336,59,"1.24587156",0.33,0.486,"-1.24587156",0.009,0.006000000000000005,0.032,0.013,24.2,"36.9",,,,,,
2505,605137,"Bell, Josh",2505,100,0.266,0.156,0.296,0.422,0.344,0.346,0.268,147,552,88.9,8.4,2170,89.3,89.4,246,1136,1369,0.10000000000000853,6.36,113,157,130,150,300,323,302,"-21.248","21.248",,,643,456,98,29,3,17,102,15.9,77,12,2.27208,0.63067,0.50383,-0.50383,"92.1",139,40.78947368421053,7.236842105263158,5.132192846034215,5.77,-0.71,-0.08,2.36,0.358,33,"0.848223553",0.361,0.419,"-0.848223553",-0.002,-0.0030000000000000027,0.003,-0.002,21.7,"37.4",,,,,,
2505,502054,"Pham, Tommy",2505,100,0.236,0.137,0.304,0.374,0.304,0.311,0.238,131,554,92.2,7.7,2284,89,89.05,273,1052,1453,0.09999999999999432,6.34,108,151,119,146,300,321,291,"3.51","-3.51",,,622,392,90,23,1,17,167,26.8,56,9,2.31203,0.6188,0.30814,0.13323,"92.7",153,48.59335038363171,7.928388746803069,4.983922829581994,5.8,-0.94,0.16,2.26,0.312,31,"-0.14011976",0.315,0.383,"0.14011976",-0.002,-0.0030000000000000027,-0.009,-0.007,26,"39.2",,,,,,
2500,593428,"Bogaerts, Xander",2500,100,0.307,0.149,0.362,0.456,0.363,0.323,0.259,171,557,88.1,10.1,2257,88.7,88.66,283,1142,1358,0,6.33,106,151,121,146,294,323,295,"-19.509","19.509",,,629,446,118,38,0,15,118,18.8,55,8.7,2.33947,0.61659,0.30926,0.03071,"92.0",138,39.550561797752806,6.51685393258427,4.610492845786964,5.83,-0.86,0.15,2.16,0.375,29,"0.78036",0.336,0.383,"-0.78036",0.048,0.03899999999999998,0.073,0.04,24.8,"40.2",,,,,,
2500,543068,"Cron, C.J.",2500,100,0.257,0.21,0.307,0.468,0.335,0.32,0.243,148,575,88.7,14.1,2265,89.3,89.61,290,1193,1307,0.29999999999999716,6.34,107,153,122,147,309,329,302,"-15.252","15.252",,,626,416,88,28,3,29,164,26.2,37,5.9,2.25486,0.62878,0.29762,0.02009,"92.1",167,42.20623501199041,10.79136690647482,7.188498402555911,5.74,-0.58,0.16,2.41,0.309,45,"0.61008",0.299,0.435,"-0.61008",0.014,0.010000000000000009,0.033,0.015,24.3,"37.6",,,,,,
2490,657077,"Verdugo, Alex",2490,100,0.28,0.125,0.309,0.405,0.319,0.329,0.278,166,593,89.1,8.4,2215,89.4,89.39,175,1127,1363,0,6.32,114,153,115,151,282,320,305,"-4.643","4.643",,,642,513,115,39,1,11,86,13.4,40,6.2,2.20446,0.69911,0.43527,-0.22186,"91.6",155,38.20662768031189,6.042884990253411,4.8286604361370715,5.85,-0.81,-0.19,2.29,0.326,31,"0.186465863",0.325,0.428,"-0.186465863",0.002,0.0010000000000000009,-0.023,-0.01,15.5,"39.9",,,,,,
2477,641487,"Crawford, J.P.",2477,100,0.243,0.093,0.275,0.336,0.306,0.315,0.255,126,518,84.7,8.5,2219,89.5,89.49,146,1023,1454,0,6.28,115,151,107,151,284,316,296,"2.812","-2.812",,,603,445,93,24,3,6,80,13.3,68,11.3,2.16288,0.72936,0.41707,-0.1838,"90.9",142,29.72972972972973,2.027027027027027,1.4925373134328357,5.81,-0.72,-0.17,2.38,0.339,9,"-0.113524425",0.353,0.337,"0.113524425",-0.012,-0.013999999999999957,-0.001,-0.009,14.3,"38.3",,,,,,
2466,642715,"Adames, Willy",2466,100,0.238,0.22,0.278,0.458,0.325,0.323,0.238,134,563,88.9,19,2268,89,88.99,345,1222,1244,0,6.28,106,152,119,146,304,322,294,"-12.086","12.086",,,614,401,72,31,0,31,166,27,46,7.5,2.34762,0.57716,0.31733,0.15691,"91.5",161,43.64089775561097,12.967581047381547,8.469055374592834,5.8,-0.85,0.12,2.24,0.295,52,"0.490105434",0.295,0.451,"-0.490105434",0,0,0.007,0.002,28.2,"38.0",,,,,,
2460,656775,"Mullins, Cedric",2460,100,0.258,0.145,0.299,0.403,0.315,0.288,0.232,157,608,87.3,15.9,2237,89,88.95,281,1263,1197,-0.09999999999999432,6.31,112,150,102,152,293,323,296,"-4.627","4.627",,,670,488,105,32,4,16,126,18.8,45,6.7,2.2102,0.72525,0.40859,-0.24946,"91.5",158,37.4485596707819,4.938271604938271,3.582089552238806,5.94,-0.83,-0.17,2.37,0.316,24,"0.188089431",0.295,0.349,"-0.188089431",0.026,0.02100000000000002,0.054,0.027,22.2,"39.7",,,,,,
2436,571970,"Muncy, Max",2436,100,0.196,0.188,0.227,0.384,0.318,0.339,0.208,91,464,90,20.6,2243,88.5,88.5,245,940,1496,0,6.28,116,162,128,151,299,324,305,"-3.983","3.983",,,564,329,47,22,1,21,141,25,89,15.8,2.46146,0.49904,0.31996,-0.18931,"92.1",168,45.73170731707317,13.414634146341465,7.801418439716312,5.69,-0.89,-0.15,2.2,0.328,44,"0.163505747",0.341,0.417,"-0.163505747",-0.012,-0.013000000000000012,-0.033,-0.021,26.1,"36.1",,,,,,
2428,605141,"Betts, Mookie",2428,100,0.269,0.264,0.272,0.533,0.373,0.344,0.254,154,572,90.5,18.6,2252,89.6,89.72,177,1072,1356,0.10000000000000853,6.33,108,152,120,144,305,324,298,"-39.935","39.935",,,639,472,76,40,3,35,104,16.3,55,8.6,2.24051,0.63851,0.38596,0.11827,"92.1",174,45.20255863539446,9.808102345415778,7.198748043818466,5.71,-0.75,0.21,2.27,0.34,46,"1.644769357",0.327,0.465,"-1.644769357",0.015,0.013000000000000012,0.068,0.029,16.5,"36.5",,,,,,
2426,527038,"Flores, Wilmer",2426,100,0.229,0.166,0.246,0.394,0.312,0.31,0.233,120,525,87.8,20.7,2258,88.8,88.89,209,1106,1320,0.10000000000000853,6.34,108,153,122,147,302,319,290,"-3.535","3.535",,,601,429,72,28,1,19,103,17.1,58,9.7,2.32676,0.62877,0.29158,0.05878,"91.4",166,35.43123543123543,6.293706293706294,4.492512479201332,5.86,-0.5,0.21,2.25,0.314,27,"0.145713108",0.321,0.37,"-0.145713108",-0.004,-0.007000000000000006,0.024,0.002,18.9,"38.5",,,,,,
2419,621043,"Correa, Carlos",2419,100,0.291,0.176,0.339,0.467,0.362,0.36,0.272,152,522,89.9,11.6,2267,89,89.05,236,1073,1346,0,6.28,106,152,120,147,303,325,294,"-23.444","23.444",,,588,405,105,24,1,22,121,20.6,59,10,2.25757,0.65915,0.30178,0.04252,"92.6",155,44.69135802469136,11.358024691358025,7.8231292517006805,5.83,-0.84,0.1,2.28,0.364,46,"0.96916081",0.348,0.48,"-0.96916081",0.019,0.016000000000000014,-0.013,0.002,22,"39.3",,,,,,
2413,650333,"Arraez, Luis",2413,100,0.316,0.104,0.331,0.42,0.35,0.333,0.288,173,547,88.9,12.9,2237,89.6,89.54,73,1034,1379,-0.09999999999999432,6.27,114,149,106,151,283,317,299,"-19.321","19.321",,,601,507,133,31,1,8,43,7.2,48,8,2.15883,0.72202,0.42973,-0.24545,"90.7",169,30.17751479289941,3.5502958579881656,2.995008319467554,5.88,-1.03,-0.2,2.32,0.373,18,"0.800704517",0.348,0.408,"-0.800704517",0.028,0.025000000000000022,0.012,0.017,7.1,"39.6",,,,,,
2395,642708,"Rosario, Amed",2395,100,0.283,0.121,0.326,0.403,0.311,0.31,0.276,180,637,88.4,5,2285,88.6,88.57,267,1272,1123,0,6.26,106,151,115,147,298,318,285,"1.306","-1.306",,,670,530,134,26,9,11,111,16.6,25,3.7,2.32105,0.62906,0.23547,0.05914,"91.7",143,38.301886792452834,4.528301886792453,3.582089552238806,5.82,-1.05,0.17,2.29,0.312,24,"-0.054530271",0.308,0.396,"0.054530271",0.007,0.0040000000000000036,0.007,0.001,21,"38.8",,,,,,
