"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
1836,680911,"Miller, Owen",1836,100,0.243,0.108,0.29,0.351,0.287,0.291,0.246,103,424,85.8,10.1,2266,89.2,89.17,163,881,955,0,6.28,107,151,117,146,296,317,285,"9.751","-9.751",,,471,340,70,26,1,6,93,19.7,31,6.6,2.22243,0.68876,0.31334,-0.06154,"90.7",157,31.268436578171094,3.5398230088495577,2.547770700636943,5.86,-0.59,0.25,2.24,0.299,12,"-0.531100218",0.306,0.341,"0.531100218",-0.003,-0.007000000000000006,0.01,-0.004,18.5,"40.4",,,,,,
1831,663538,"Hoerner, Nico",1831,100,0.281,0.129,0.3,0.41,0.32,0.301,0.27,135,481,87.1,10.4,2250,88.3,88.42,128,901,930,0.10000000000000853,6.38,108,151,114,146,299,318,288,"-0.746","0.746",,,513,426,98,22,5,10,57,11.1,24,4.7,2.42744,0.54817,0.28148,0.05495,"91.3",154,33.894230769230774,2.644230769230769,2.144249512670565,5.8,-0.81,0.2,2.23,0.322,11,"0.040742764",0.313,0.367,"-0.040742764",0.011,0.009000000000000008,0.043,0.019,14.2,"38.8",,,,,,
1830,444482,"Peralta, David",1830,100,0.251,0.164,0.307,0.415,0.315,0.313,0.249,110,439,90.3,15.1,2236,89,88.87,243,922,908,-0.09999999999999432,6.32,115,156,118,151,292,325,303,"-2.118","2.118",,,485,331,65,30,3,12,114,23.5,36,7.4,2.30793,0.62538,0.41312,-0.3427,"92.2",161,44.41087613293052,8.459214501510575,5.77319587628866,5.75,-1.32,-0.15,2.3,0.309,28,"0.115737705",0.311,0.399,"-0.115737705",0.002,-0.0020000000000000018,0.016,0.002,26.4,"37.0",,,,,,
1825,575929,"Contreras, Willson",1825,100,0.243,0.224,0.27,0.466,0.357,0.364,0.256,101,416,90.4,8.5,2243,89,89.08,286,923,902,0.09999999999999432,6.39,107,152,120,146,303,325,296,"-21.484","21.484",,,487,315,54,23,2,22,103,21.1,45,9.2,2.32903,0.60234,0.34941,0.15823,"93.0",143,48.55305466237942,10.610932475884244,6.7761806981519515,5.76,-0.95,0.15,2.24,0.349,33,"1.177205479",0.362,0.463,"-1.177205479",-0.013,-0.013000000000000012,0.003,-0.007,31,"38.4",,,,,,
1818,650859,"Rengifo, Luis",1818,100,0.264,0.166,0.285,0.429,0.314,0.296,0.254,129,489,86.6,9.9,2212,87.7,87.69,218,1013,805,0,6.32,112,151,110,149,297,320,297,"3.96","-3.96",,,511,411,86,22,4,17,79,15.5,17,3.3,2.46302,0.55695,0.32722,-0.32781,"91.4",140,33.57664233576642,5.35279805352798,4.305283757338552,5.88,-0.63,-0.05,2.25,0.294,22,"-0.217821782",0.285,0.392,"0.217821782",0.01,0.009000000000000008,0.037,0.018,21.5,"39.3",,,,,,
1816,500743,"Rojas, Miguel",1816,100,0.236,0.087,0.258,0.323,0.268,0.289,0.26,111,471,85.9,10,2267,88.9,88.89,137,869,947,0,6.38,108,151,114,147,303,317,283,"16.087","-16.087",,,506,414,84,19,2,6,61,12.1,25,4.9,2.32667,0.61491,0.26246,0.01796,"90.8",146,27.11864406779661,1.937046004842615,1.5810276679841897,5.81,-0.9,0.23,2.24,0.281,8,"-0.885848018",0.305,0.343,"0.885848018",-0.024,-0.023999999999999966,-0.02,-0.021,15.8,"37.9",,,,,,
1812,669304,"Miranda, Jose",1812,100,0.268,0.158,0.307,0.426,0.329,0.317,0.253,119,444,89.3,13.8,2262,88.3,88.22,227,933,879,-0.09999999999999432,6.25,107,151,119,146,301,322,290,"-5.759","5.759",,,483,354,79,25,0,15,91,18.8,28,5.8,2.36533,0.61498,0.24645,0.02316,"91.7",150,42.492917847025495,6.232294617563739,4.554865424430641,5.8,-0.91,0.18,2.23,0.325,22,"0.317825607",0.312,0.41,"-0.317825607",0.015,0.013000000000000012,0.016,0.012,24.3,"38.5",,,,,,
1807,669016,"Marsh, Brandon",1807,100,0.245,0.139,0.36,0.384,0.296,0.287,0.226,104,424,87.6,10.1,2235,88.5,88.45,253,866,941,0,6.33,115,151,113,151,293,322,302,"4.255","-4.255",,,460,272,71,18,4,11,158,34.3,27,5.9,2.38528,0.60309,0.29379,-0.24217,"91.4",162,38.23529411764706,7.352941176470589,4.3478260869565215,5.88,-0.93,-0.16,2.37,0.293,20,"-0.23547316",0.277,0.372,"0.23547316",0.019,0.01599999999999996,0.012,0.009,29.2,"39.2",,,,,,
1789,570731,"Schoop, Jonathan",1789,100,0.202,0.121,0.234,0.322,0.245,0.268,0.228,97,481,87,9.7,2259,88.6,88.58,280,993,796,0,6.3,107,153,121,148,300,324,292,"27.065","-27.065",,,509,378,62,23,1,11,107,21,18,3.5,2.31707,0.63785,0.26956,0.01902,"91.9",138,38.93333333333333,4.8,3.536345776031434,5.77,-0.79,0.2,2.3,0.238,18,"-1.512856344",0.265,0.338,"1.512856344",-0.026,-0.027000000000000024,-0.016,-0.023,28.2,"40.1",,,,,,
1768,647304,"Naylor, Josh",1768,100,0.256,0.196,0.268,0.452,0.331,0.327,0.257,115,449,89.4,10.3,2271,88.6,88.54,176,901,867,-0.09999999999999432,6.24,115,166,121,151,290,322,298,"-8.601","8.601",,,494,374,67,28,0,20,80,16.2,34,6.9,2.3632,0.58273,0.29705,-0.18318,"92.4",140,42.89544235924933,8.579088471849866,6.477732793522267,5.85,-0.84,-0.05,2.25,0.314,32,"0.4864819",0.318,0.43,"-0.4864819",-0.001,-0.0040000000000000036,0.022,0.004,19.5,"39.6",,,,,,
1762,670032,"Lopez, Nicky",1762,100,0.227,0.046,0.265,0.273,0.251,0.273,0.243,99,436,82.9,4.3,2227,89.2,89.24,150,865,897,0,6.33,107,146,98,148,282,316,301,"20.749","-20.749",,,480,384,83,12,4,0,63,13.1,29,6,2.2133,0.70007,0.31821,-0.19778,"90.1",140,22.916666666666664,1.5625,1.25,5.82,-0.77,-0.01,2.26,0.281,6,"-1.177582293",0.296,0.312,"1.177582293",-0.016,-0.014999999999999958,-0.039,-0.022,17.3,"39.5",,,,,,
1761,596059,"Odor, Rougned",1761,100,0.207,0.15,0.244,0.357,0.278,0.277,0.207,88,426,86.6,21.4,2216,88.6,88.54,246,891,870,-0.09999999999999432,6.31,116,162,113,153,296,325,296,"11.771","-11.771",,,471,321,53,19,3,13,109,23.1,31,6.6,2.35458,0.61318,0.34933,-0.26995,"91.7",163,33.5423197492163,6.583072100313479,4.45859872611465,5.89,-1.08,-0.19,2.25,0.274,21,"-0.66842703",0.277,0.339,"0.66842703",0,-0.0030000000000000027,0.018,0.001,27.6,"39.1",,,,,,
1759,641680,"Heim, Jonah",1759,100,0.227,0.172,0.249,0.399,0.306,0.291,0.224,92,406,89.1,16.9,2203,88.9,88.76,191,893,866,-0.10000000000000853,6.28,114,160,122,152,298,328,298,"0.508","-0.508",,,450,321,55,20,1,16,87,19.3,41,9.1,2.27442,0.66417,0.3916,-0.3916,"91.7",157,39.875389408099686,6.853582554517133,4.888888888888889,5.85,-0.75,-0.02,2.46,0.298,22,"-0.028880045",0.296,0.361,"0.028880045",0.003,0.0020000000000000018,0.038,0.015,21.4,"39.4",,,,,,
1746,665120,"Walsh, Jared",1746,100,0.215,0.158,0.281,0.374,0.278,0.28,0.221,91,423,89.6,10.4,2188,88.5,88.48,238,858,888,0,6.35,117,164,122,150,299,325,303,"12.175","-12.175",,,450,285,56,18,2,15,138,30.7,23,5.1,2.35152,0.62438,0.3466,-0.20537,"92.0",156,42.45614035087719,9.473684210526317,6,5.88,-0.75,-0.11,2.37,0.262,27,"-0.697308133",0.268,0.368,"0.697308133",-0.006,-0.006000000000000005,0.006,-0.002,27.7,"39.8",,,,,,
1739,600869,"Candelario, Jeimer",1739,100,0.217,0.145,0.257,0.361,0.277,0.292,0.228,93,429,87.2,13.5,2228,88.1,88.01,232,914,825,-0.09999999999999432,6.28,114,160,118,151,293,324,295,"14.471","-14.471",,,466,324,59,19,2,13,109,23.4,27,5.8,2.38791,0.61521,0.3098,-0.3098,"91.2",150,34.890965732087224,8.411214953271028,5.793991416309012,5.79,-0.77,-0.03,2.37,0.27,27,"-0.832144911",0.282,0.379,"0.832144911",-0.011,-0.011999999999999955,-0.018,-0.015,25.4,"39.9",,,,,,
1738,578428,"Iglesias, Jose",1738,100,0.292,0.089,0.326,0.38,0.312,0.281,0.266,128,439,83.7,5.9,2250,89.2,89.51,119,902,836,0.29999999999999716,6.36,106,152,116,148,304,321,290,"2.759","-2.759",,,467,386,95,30,0,3,56,12,17,3.6,2.31036,0.5825,0.32715,0.02702,"90.5",134,27.79220779220779,0.5194805194805194,0.4282655246252677,5.77,-0.51,0.21,2.15,0.328,2,"-0.158745685",0.304,0.323,"0.158745685",0.026,0.02400000000000002,0.057,0.031,13.2,"38.4",,,,,,
1733,663697,"India, Jonathan",1733,100,0.249,0.13,0.305,0.378,0.314,0.301,0.238,96,386,84.9,14.5,2257,89.1,89.28,169,716,1017,0.20000000000000284,6.37,108,152,118,145,298,319,290,"-4.119","4.119",,,430,292,68,16,2,10,94,21.9,30,7,2.33834,0.57317,0.37512,0.13288,"91.1",147,28.965517241379313,4.827586206896552,3.255813953488372,5.85,-0.78,0.13,2.21,0.326,14,"0.237680323",0.316,0.353,"-0.237680323",0.011,0.010000000000000009,0.025,0.013,23.6,"39.7",,,,,,
1725,660162,"Moncada, Yoán",1725,100,0.212,0.141,0.265,0.353,0.275,0.289,0.22,84,397,88.2,15.5,2211,89.3,89.29,226,812,913,0,6.26,114,158,120,150,296,325,298,"15.916","-15.916",,,431,285,53,18,1,12,114,26.5,30,7,2.26255,0.66608,0.41558,-0.41558,"91.5",155,37.67605633802817,9.859154929577464,6.496519721577726,5.88,-1.12,-0.11,2.27,0.27,28,"-0.922666667",0.279,0.375,"0.922666667",-0.008,-0.009000000000000008,-0.022,-0.014,27.8,"39.3",,,,,,
1725,608336,"Gallo, Joey",1725,100,0.16,0.197,0.219,0.357,0.286,0.294,0.167,56,350,89.1,23.2,2219,88.7,88.62,332,818,907,-0.10000000000000853,6.26,116,176,128,154,303,328,300,"3.048","-3.048",,,410,188,27,8,2,19,163,39.8,56,13.7,2.34338,0.63595,0.38116,-0.3344,"92.4",165,50.53191489361703,17.5531914893617,8.048780487804878,5.75,-1.03,-0.27,2.44,0.28,33,"-0.176695652",0.286,0.371,"0.176695652",-0.007,-0.00599999999999995,-0.014,-0.008,40.6,"37.1",,,,,,
1720,543063,"Crawford, Brandon",1720,100,0.231,0.113,0.28,0.344,0.289,0.287,0.217,94,407,87.8,12,2237,89.3,89.45,278,872,848,0.20000000000000284,6.35,115,154,115,150,295,323,304,"8.458","-8.458",,,455,313,68,15,2,9,98,21.5,36,7.9,2.29338,0.603,0.36869,-0.29808,"91.1",156,35.256410256410255,6.730769230769231,4.615384615384616,5.81,-0.88,-0.22,2.27,0.303,21,"-0.491744186",0.295,0.339,"0.491744186",0.014,0.008000000000000007,0.005,0.002,31.9,"37.1",,,,,,
1717,572191,"Taylor, Michael A.",1717,100,0.254,0.104,0.321,0.357,0.297,0.289,0.223,105,414,84.8,11.7,2255,88.7,88.85,259,884,833,0.20000000000000284,6.35,106,151,106,145,305,325,294,"7.058","-7.058",,,456,310,83,10,3,9,109,23.9,35,7.7,2.29301,0.64799,0.24219,-0.04449,"90.9",157,33.00970873786408,6.796116504854369,4.605263157894736,5.87,-0.63,0.11,2.26,0.313,21,"-0.411065812",0.288,0.358,"0.411065812",0.031,0.025000000000000022,-0.001,0.008,29.3,"41.2",,,,,,
1716,682985,"Greene, Riley",1716,100,0.253,0.109,0.354,0.362,0.303,0.316,0.246,95,376,89.5,2.8,2245,88.7,88.72,199,778,938,0,6.3,115,151,113,152,289,322,299,"1.875","-1.875",,,418,259,68,18,4,5,120,28.7,36,8.6,2.31214,0.63075,0.32978,-0.09518,"92.0",141,45.173745173745175,9.266409266409266,5.741626794258373,5.81,-0.65,-0.17,2.32,0.321,24,"-0.109265734",0.318,0.388,"0.109265734",0.007,0.0030000000000000027,-0.026,-0.013,25.6,"39.9",,,,,,
1713,592325,"Gamel, Ben",1713,100,0.232,0.137,0.291,0.369,0.308,0.316,0.244,86,371,88.1,10.8,2243,88.7,88.75,178,739,974,0.09999999999999432,6.35,116,152,110,151,290,318,298,"1.468","-1.468",,,421,274,55,20,2,9,98,23.3,46,10.9,2.36015,0.58679,0.33414,-0.22741,"91.4",152,37.72893772893773,6.227106227106227,4.038004750593824,5.79,-0.93,-0.24,2.3,0.321,17,"-0.085697607",0.332,0.372,"0.085697607",-0.012,-0.01100000000000001,-0.003,-0.008,24.1,"37.5",,,,,,
1700,594777,"Calhoun, Kole",1700,100,0.196,0.134,0.263,0.33,0.26,0.294,0.223,76,388,90.8,15.5,2234,88.4,88.28,327,902,798,-0.10000000000000853,6.28,117,165,127,152,296,327,299,"16.965","-16.965",,,424,255,49,14,1,12,136,32.1,27,6.4,2.37198,0.60343,0.24984,-0.18378,"92.2",155,48.23529411764706,9.803921568627452,5.89622641509434,5.81,-1.01,-0.04,2.33,0.257,25,"-0.997941176",0.284,0.382,"0.997941176",-0.027,-0.02699999999999997,-0.052,-0.034,36.3,"38.8",,,,,,
1700,521692,"Perez, Salvador",1700,100,0.254,0.211,0.285,0.465,0.324,0.323,0.242,113,445,91.4,17.8,2266,88.2,88.28,310,976,724,0.09999999999999432,6.31,107,153,122,145,306,331,300,"-10.334","10.334",,,471,339,66,23,1,23,109,23.1,16,3.4,2.41482,0.55623,0.17595,-0.05158,"92.6",170,48.96755162241888,11.209439528023598,8.067940552016985,5.83,-0.89,0.37,2.24,0.289,38,"0.607882353",0.279,0.47,"-0.607882353",0.012,0.009999999999999953,-0.005,0.001,31.8,"40.6",,,,,,
1699,657757,"Sheets, Gavin",1699,100,0.241,0.17,0.272,0.411,0.308,0.283,0.224,91,377,88.4,14.6,2233,88.2,88.25,178,811,888,0.09999999999999432,6.29,116,165,124,152,294,326,300,"0.975","-0.975",,,410,294,57,19,0,15,86,21,27,6.6,2.43396,0.5484,0.27915,-0.26649,"91.4",160,36.177474402730375,6.484641638225256,4.634146341463414,5.85,-1.39,-0.18,2.31,0.295,19,"-0.057386698",0.281,0.359,"0.057386698",0.017,0.013999999999999957,0.052,0.025,21.9,"39.9",,,,,,
1685,592626,"Pederson, Joc",1685,100,0.274,0.247,0.31,0.521,0.373,0.364,0.263,104,380,92.6,14.4,2246,89.2,89.34,190,776,909,0.09999999999999432,6.31,117,164,122,150,298,325,303,"-27.191","27.191",,,430,284,59,19,3,23,100,23.3,39,9.1,2.34501,0.55869,0.34835,-0.31158,"93.5",177,52.4822695035461,15.24822695035461,10,5.84,-1.36,-0.27,2.3,0.349,43,"1.613709199",0.341,0.499,"-1.613709199",0.011,0.007999999999999952,0.022,0.009,24.5,"37.8",,,,,,
1660,605612,"Castro, Harold",1660,100,0.271,0.11,0.318,0.381,0.297,0.316,0.275,114,420,86.4,11,2234,88.8,88.86,178,892,768,0.10000000000000853,6.3,114,152,110,152,287,321,299,"5.358","-5.358",,,442,346,84,21,2,7,79,17.9,16,3.6,2.29273,0.64318,0.34886,-0.2055,"90.4",158,33.62573099415205,6.140350877192982,4.751131221719457,5.83,-1.16,-0.17,2.36,0.298,21,"-0.322771084",0.303,0.423,"0.322771084",-0.004,-0.0050000000000000044,-0.042,-0.019,20,"40.9",,,,,,
1656,596146,"Kepler, Max",1656,100,0.227,0.121,0.249,0.348,0.298,0.338,0.266,88,388,89.1,11.2,2225,88.7,88.64,153,764,892,-0.10000000000000853,6.23,114,160,122,151,295,326,300,"1.875","-1.875",,,445,326,60,18,1,9,66,14.8,48,10.8,2.32923,0.60923,0.3458,-0.1953,"92.1",143,39.87730061349693,7.05521472392638,5.168539325842696,5.87,-0.81,-0.12,2.32,0.317,23,"-0.113224638",0.352,0.412,"0.113224638",-0.039,-0.034999999999999976,-0.064,-0.04,20,"39.4",,,,,,
1655,671739,"Harris II, Michael",1655,100,0.297,0.217,0.361,0.514,0.368,0.335,0.268,123,414,89.2,4.2,2236,88.7,88.88,244,867,788,0.20000000000000284,6.37,115,149,112,151,296,323,301,"-15.923","15.923",,,441,308,74,27,3,19,107,24.3,21,4.8,2.41213,0.53442,0.32569,-0.16443,"92.6",139,45.27687296416938,10.097719869706841,7.029478458049887,5.81,-0.69,-0.09,2.27,0.339,31,"0.962114804",0.312,0.46,"-0.962114804",0.029,0.027000000000000024,0.054,0.033,28.1,"37.2",,,,,,
1648,666624,"Morel, Christopher",1648,100,0.235,0.198,0.32,0.433,0.322,0.321,0.229,89,379,87.9,8.8,2252,88.3,88.39,318,825,823,0.10000000000000853,6.37,107,151,114,145,300,322,293,"-10.952","10.952",,,425,247,50,19,4,16,137,32.2,38,8.9,2.46346,0.51875,0.26905,0.04226,"92.2",139,40.32921810699588,13.580246913580247,7.764705882352942,5.79,-0.83,0.23,2.26,0.308,33,"0.664563107",0.304,0.431,"-0.664563107",0.006,0.0040000000000000036,0.002,0.001,38.5,"38.1",,,,,,
1645,602104,"Urías, Ramón",1645,100,0.248,0.166,0.287,0.414,0.313,0.32,0.25,100,403,88.8,10.8,2268,89,89.04,225,820,825,0,6.39,107,151,117,148,305,324,288,"-4.929","4.929",,,444,312,66,17,1,16,98,22.1,29,6.5,2.26807,0.67305,0.31902,0.07486,"92.2",155,46.774193548387096,9.67741935483871,6.756756756756757,5.9,-0.81,0.11,2.29,0.304,30,"0.299635258",0.307,0.42,"-0.299635258",-0.002,-0.0030000000000000027,-0.006,-0.007,27.4,"39.3",,,,,,
1643,408234,"Cabrera, Miguel",1643,100,0.254,0.063,0.324,0.317,0.275,0.275,0.234,101,397,89.9,5,2256,89.3,89.38,223,825,818,0.10000000000000853,6.36,110,155,123,149,303,325,289,"13.895","-13.895",,,430,301,86,10,0,5,101,23.5,25,5.8,2.19001,0.71135,0.30831,0.05872,"91.3",152,38.46153846153847,4.682274247491638,3.255813953488372,5.8,-0.71,0.14,2.37,0.3,14,"-0.845709069",0.285,0.331,"0.845709069",0.02,0.015000000000000013,-0.014,0,27,"40.5",,,,,,
1642,663728,"Raleigh, Cal",1642,100,0.211,0.278,0.226,0.489,0.33,0.324,0.216,78,370,90.9,22.5,2184,88.3,88.28,277,864,778,0,6.27,114,163,125,150,294,321,296,"-15.811","15.811",,,415,253,30,20,1,27,122,29.4,38,9.2,2.37337,0.60093,0.3824,-0.3824,"92.3",176,43.47826086956522,15.41501976284585,9.397590361445783,5.81,-0.9,-0.11,2.38,0.284,39,"0.962911084",0.29,0.461,"-0.962911084",-0.005,-0.006000000000000005,0.028,0.006,32.1,"38.2",,,,,,
1633,518595,"d'Arnaud, Travis",1633,100,0.268,0.205,0.306,0.472,0.343,0.313,0.247,106,396,88.5,11.8,2263,89.3,89.49,232,862,771,0.20000000000000284,6.4,109,152,121,147,307,324,291,"-11.16","11.16",,,426,306,62,25,1,18,90,21.1,19,4.5,2.29334,0.61329,0.30559,0.02467,"91.4",153,39.273927392739274,8.58085808580858,6.103286384976526,5.74,-0.97,0.21,2.22,0.319,26,"0.683404776",0.3,0.412,"-0.683404776",0.021,0.019000000000000017,0.06,0.03,26.9,"36.0",,,,,,
1632,543877,"Vázquez, Christian",1632,100,0.274,0.126,0.31,0.399,0.312,0.298,0.258,109,398,87.9,10.7,2250,89.1,89.1,138,803,829,0,6.33,109,151,120,148,296,320,289,"-1.901","1.901",,,426,332,77,23,0,9,69,16.2,22,5.2,2.26605,0.65786,0.29379,0.05945,"91.0",161,36.5558912386707,5.13595166163142,3.9906103286384975,5.86,-0.95,0.17,2.25,0.315,17,"0.116482843",0.303,0.372,"-0.116482843",0.016,0.01200000000000001,0.027,0.014,17.2,"40.1",,,,,,
1620,573131,"Ruf, Darin",1620,100,0.204,0.135,0.258,0.338,0.291,0.31,0.219,68,334,89.2,14.8,2246,89.1,89.09,180,654,966,0,6.29,107,153,122,146,303,323,293,"1.245","-1.245",,,388,232,45,12,0,11,105,27.1,45,11.6,2.2214,0.6961,0.31498,-0.03004,"92.0",159,40.51724137931034,8.620689655172415,5.154639175257731,5.86,0.07,0.1,2.33,0.307,20,"-0.076851852",0.321,0.371,"0.076851852",-0.015,-0.014000000000000012,-0.033,-0.019,27.5,"39.3",,,,,,
1617,670623,"Paredes, Isaac",1617,100,0.205,0.23,0.195,0.435,0.323,0.297,0.21,68,331,87.4,15.8,2283,88.7,88.58,106,644,973,-0.10000000000000853,6.3,108,153,121,147,299,325,292,"-7.157","7.157",,,381,266,32,16,0,20,67,17.6,44,11.5,2.28468,0.67696,0.26259,0.04568,"92.2",157,38.86792452830189,6.415094339622642,4.4619422572178475,5.77,-0.83,0.26,2.22,0.304,17,"0.442609771",0.31,0.348,"-0.442609771",-0.005,-0.006000000000000005,0.087,0.026,16.5,"37.9",,,,,,
1617,543333,"Hosmer, Eric",1617,100,0.268,0.113,0.304,0.382,0.313,0.311,0.258,102,380,88.4,3.1,2251,89.1,88.96,150,792,825,-0.09999999999999432,6.29,115,154,122,152,294,325,306,"-1.479","1.479",,,414,317,75,19,0,8,64,15.5,32,7.7,2.34088,0.58723,0.37459,-0.21715,"92.2",128,40.2555910543131,5.7507987220447285,4.3478260869565215,5.69,-0.77,-0.1,2.28,0.326,18,"0.091465677",0.319,0.379,"-0.091465677",0.01,0.007000000000000006,0.003,0.002,18.9,"36.5",,,,,,
1609,679529,"Torkelson, Spencer",1609,100,0.203,0.117,0.255,0.319,0.272,0.302,0.223,73,360,90.5,15,2273,88.4,88.39,189,739,870,0,6.27,106,153,121,148,302,325,292,"13.633","-13.633",,,404,263,48,16,1,8,99,24.5,37,9.2,2.31692,0.64454,0.23983,-0.00304,"91.9",156,41.98473282442748,8.396946564885496,5.445544554455446,5.8,-0.81,0.18,2.27,0.285,22,"-0.847296457",0.305,0.374,"0.847296457",-0.02,-0.020000000000000018,-0.055,-0.03,25.6,"40.2",,,,,,
1594,547180,"Harper, Bryce",1594,100,0.286,0.227,0.324,0.514,0.369,0.38,0.288,106,370,91.5,11.3,2161,89.3,89.23,254,896,698,-0.09999999999999432,6.32,116,158,129,152,295,325,304,"-21.754","21.754",,,417,290,59,28,1,18,87,20.9,37,8.9,2.29445,0.62595,0.42722,-0.18307,"92.3",164,48.09688581314879,12.802768166089965,8.872901678657074,5.86,-0.53,-0.24,2.26,0.35,37,"1.364742785",0.355,0.527,"-1.364742785",-0.002,-0.0050000000000000044,-0.013,-0.011,28.3,"37.5",,,,,,
1594,641933,"O'Neill, Tyler",1594,100,0.228,0.165,0.277,0.392,0.307,0.328,0.237,76,334,89.8,13.6,2284,88.7,88.78,228,738,856,0.09999999999999432,6.32,106,151,121,145,306,324,298,"2.043","-2.043",,,383,238,50,11,1,14,103,26.9,38,9.9,2.37609,0.56615,0.22132,0.0102,"91.8",165,43.459915611814345,11.39240506329114,7.049608355091384,5.79,-0.97,0.25,2.29,0.308,27,"-0.12816813",0.321,0.419,"0.12816813",-0.009,-0.013000000000000012,-0.027,-0.021,30.9,"37.5",,,,,,
1584,676801,"McCormick, Chas",1584,100,0.245,0.162,0.308,0.407,0.326,0.325,0.232,88,359,86.9,12,2251,88.5,88.42,250,766,818,-0.09999999999999432,6.35,107,153,116,147,301,325,290,"-0.399","0.399",,,407,254,60,12,2,14,106,26,46,11.3,2.30672,0.66009,0.28169,-0.00371,"91.3",168,38.976377952755904,10.236220472440944,6.388206388206388,5.86,-0.76,0.13,2.24,0.332,26,"0.025189394",0.321,0.414,"-0.025189394",0.013,0.01100000000000001,-0.007,0.001,32.6,"38.6",,,,,,
1578,606132,"Tapia, Raimel",1578,100,0.265,0.114,0.315,0.38,0.293,0.286,0.256,109,411,87.2,3.6,2237,89.7,89.66,188,875,703,0,6.34,113,150,103,151,285,319,301,"10.758","-10.758",,,433,334,79,20,3,7,81,18.7,16,3.7,2.20054,0.6914,0.38255,-0.33078,"91.4",129,38.02395209580838,5.089820359281437,3.9260969976905313,5.92,-1.19,-0.07,2.33,0.292,17,"-0.681749049",0.284,0.366,"0.681749049",0.009,0.008000000000000007,0.014,0.007,21.5,"39.9",,,,,,
1578,623912,"Ramírez, Harold",1578,100,0.3,0.104,0.35,0.404,0.327,0.31,0.275,121,403,88.5,4.8,2257,88.2,88,227,890,688,-0.20000000000000284,6.3,106,152,120,148,302,324,290,"-6.676","6.676",,,434,335,91,24,0,6,72,16.6,18,4.1,2.38802,0.62083,0.26273,0.03208,"92.2",138,41.19402985074627,4.776119402985075,3.686635944700461,5.84,-0.78,0.16,2.26,0.341,16,"0.423067174",0.318,0.382,"-0.423067174",0.025,0.02300000000000002,0.022,0.017,25.5,"38.7",,,,,,
1575,596115,"Story, Trevor",1575,100,0.238,0.196,0.309,0.434,0.316,0.301,0.221,85,357,88.9,17.8,2268,89.2,89.18,242,785,790,0,6.33,106,152,120,147,296,323,295,"-5.521","5.521",,,392,239,47,22,0,16,122,31.1,28,7.1,2.20685,0.70786,0.24036,0.02474,"91.3",166,40.58577405857741,11.297071129707113,6.887755102040815,5.86,-0.9,0.21,2.33,0.296,27,"0.350539683",0.283,0.397,"-0.350539683",0.017,0.013000000000000012,0.037,0.015,30.8,"40.4",,,,,,
1573,518735,"Grandal, Yasmani",1573,100,0.202,0.067,0.249,0.269,0.263,0.29,0.217,66,327,90,12,2235,89.3,89.24,135,625,948,-0.09999999999999432,6.27,114,164,123,151,296,326,300,"14.87","-14.87",,,375,250,54,7,0,5,79,21.1,44,11.7,2.24411,0.65796,0.38221,-0.38221,"91.8",163,40,4.8,3.2,5.79,-0.99,-0.15,2.3,0.299,12,"-0.9453274",0.315,0.319,"0.9453274",-0.015,-0.016000000000000014,-0.05,-0.027,21.6,"38.7",,,,,,
1572,669261,"Suwinski, Jack",1572,100,0.202,0.209,0.242,0.411,0.311,0.307,0.204,66,326,88.3,14.2,2262,88.2,88.25,208,679,893,0.09999999999999432,6.33,117,154,118,150,293,319,298,"2.016","-2.016",,,371,213,36,11,0,19,114,30.7,40,10.8,2.46522,0.52648,0.25917,-0.17025,"92.2",157,40.56603773584906,12.264150943396226,7.008086253369273,5.78,-0.76,-0.17,2.34,0.296,26,"-0.128244275",0.298,0.393,"0.128244275",-0.002,-0.0020000000000000018,0.018,0.004,30.6,"37.9",,,,,,
1570,542932,"Berti, Jon",1570,100,0.24,0.098,0.308,0.338,0.298,0.306,0.236,86,358,88,4.7,2234,89.7,89.63,171,698,872,-0.10000000000000853,6.36,110,152,112,148,304,318,286,"1.943","-1.943",,,404,270,62,17,3,4,89,22,42,10.4,2.15164,0.73111,0.38506,0.16725,"91.3",149,37.174721189591075,5.947955390334572,3.9603960396039604,5.79,-0.96,0.15,2.29,0.324,16,"-0.123757962",0.322,0.358,"0.123757962",0.004,0.0020000000000000018,-0.02,-0.008,24.5,"38.4",,,,,,
